intermediate                                                KBZ75_RS16370   -         -         -          -         15348   15747   -     
intermediate                                                KBZ75_RS16375   -         -         -          -         15958   16144   -     
intermediate                                                KBZ75_RS16380   -         -         -          -         16149   16707   -     
intermediate                                                KBZ75_RS16385   -         -         -          -         16706   17030   -     
intermediate                                                KBZ75_RS16390   -         -         -          -         17032   17380   -     
intermediate                                                KBZ75_RS16395   -         -         -          -         17508   17796   -     
intermediate                                                KBZ75_RS16400   -         -         -          -         17795   18020   -     
intermediate                                                KBZ75_RS16405   -         -         -          -         18019   18439   -     
intermediate                                                KBZ75_RS16410   -         -         -          -         18444   19278   -     
intermediate                                                KBZ75_RS16415   -         -         -          -         19277   19625   -     
intermediate                                                KBZ75_RS16420   -         -         -          -         19667   19949   -     
intermediate                                                KBZ75_RS16425   -         -         -          -         19961   20798   -     
intermediate                                                KBZ75_RS16430   -         -         -          -         20838   21258   -     
intermediate                                                KBZ75_RS16435   -         -         -          -         21257   21917   -     
intermediate                                                KBZ75_RS16440   -         -         -          -         21925   22570   -     
intermediate                                                KBZ75_RS16445   -         -         -          -         22586   22895   -     
intermediate                                                KBZ75_RS40535   -         -         -          -         23309   24389   -     
intermediate                                                KBZ75_RS16460   -         -         -          -         24462   24795   -     
intermediate                                                KBZ75_RS16465   -         -         -          -         25295   25652   +     
intermediate                                                KBZ75_RS16470   -         -         -          -         25703   26063   +     
intermediate                                                KBZ75_RS16475   -         -         -          -         26098   26404   -     
intermediate                                                KBZ75_RS16480   -         -         -          -         26455   27850   -     
intermediate                                                KBZ75_RS16485   -         -         -          -         28077   28281   -     
intermediate                                                KBZ75_RS16490   -         -         -          -         28629   30024   -     
intermediate                                                KBZ75_RS16495   -         -         -          -         30162   30372   -     
intermediate                                                KBZ75_RS16500   -         -         -          -         30373   31132   -     
intermediate                                                KBZ75_RS16505   -         -         -          -         31209   32118   +     
intermediate                                                KBZ75_RS16510   -         -         -          -         32068   32260   -     
intermediate                                                KBZ75_RS16515   -         -         -          -         32256   33105   -     
intermediate                                                KBZ75_RS16520   -         -         -          -         33208   33652   +     
intermediate                                                KBZ75_RS16525   -         -         -          -         33900   34773   +     
intermediate                                                KBZ75_RS16530   -         -         -          -         34790   35699   +     
intermediate                                                KBZ75_RS16535   -         -         -          -         35711   36104   -     
intermediate                                                KBZ75_RS16540   -         -         -          -         36200   37181   +     
intermediate                                                KBZ75_RS16545   -         -         -          -         37185   38955   +     
intermediate                                                KBZ75_RS16550   -         -         -          -         39040   39988   +     
intermediate                                                KBZ75_RS16555   -         -         -          -         40080   41457   +     
intermediate                                                KBZ75_RS16560   -         -         -          -         41541   42615   -     
intermediate                                                KBZ75_RS16565   -         -         -          -         42848   43508   -     
intermediate                                                KBZ75_RS16570   -         -         -          -         43480   44776   -     
intermediate                                                KBZ75_RS16575   -         -         -          -         44946   45687   +     
intermediate                                                KBZ75_RS16580   -         -         -          -         45683   48161   +     
intermediate                                                KBZ75_RS16585   -         -         -          -         48312   48645   +     
intermediate                                                KBZ75_RS16590   -         -         -          -         48634   49828   -     
intermediate                                                KBZ75_RS16595   -         -         -          -         50001   52128   -     
intermediate                                                KBZ75_RS16600   -         -         -          -         52167   52638   -     
intermediate                                                KBZ75_RS16605   -         -         -          -         52640   52994   -     
intermediate                                                KBZ75_RS16610   -         -         -          -         53267   54233   -     
intermediate                                                KBZ75_RS16615   -         -         -          -         54393   55689   +     
intermediate                                                KBZ75_RS16620   -         -         -          -         55705   56032   -     
intermediate                                                KBZ75_RS16625   -         -         -          -         56264   60125   -     
intermediate                                                KBZ75_RS16630   -         -         -          -         60261   63747   -     
intermediate                                                KBZ75_RS16635   -         -         -          -         64336   64720   -     
intermediate                                                KBZ75_RS16640   -         -         -          -         64837   65368   -     
intermediate                                                KBZ75_RS16645   -         -         -          -         65686   66535   -     
intermediate                                                KBZ75_RS16650   -         -         -          -         66683   67541   -     
intermediate                                                KBZ75_RS16655   -         -         -          -         67713   68433   -     
intermediate                                                KBZ75_RS16660   -         -         -          -         68522   68957   -     
intermediate                                                KBZ75_RS16665   -         -         -          -         69144   70131   -     
intermediate                                                KBZ75_RS16670   -         -         -          -         70127   70385   -     
intermediate                                                KBZ75_RS16675   -         -         -          -         70520   70593   -     
intermediate                                                KBZ75_RS16680   -         -         -          -         70832   72059   +     
intermediate                                                KBZ75_RS16685   -         -         -          -         72184   73216   +     
intermediate                                                KBZ75_RS16690   -         -         -          -         73628   74714   -     
intermediate                                                KBZ75_RS16695   -         -         -          -         74776   75157   -     
intermediate                                                KBZ75_RS16700   -         -         -          -         75194   76667   -     
intermediate                                                KBZ75_RS16705   -         -         -          -         76782   77376   -     
intermediate                                                KBZ75_RS16710   -         -         -          -         77441   78008   -     
intermediate                                                KBZ75_RS16715   -         -         -          -         78111   78936   +     
intermediate                                                KBZ75_RS16720   -         -         -          -         79035   79464   -     
intermediate                                                KBZ75_RS16725   -         -         -          -         79469   79922   -     
intermediate                                                KBZ75_RS16730   -         -         -          -         80017   80149   -     
intermediate                                                KBZ75_RS16735   -         -         -          -         80273   80346   -     
intermediate                                                KBZ75_RS16740   -         -         -          -         80392   80465   -     
intermediate                                                KBZ75_RS16745   -         -         -          -         80690   81995   +     
intermediate                                                KBZ75_RS16750   -         -         -          -         82099   82756   +     
intermediate                                                KBZ75_RS40540   -         -         -          -         82762   82984   -     
intermediate                                                KBZ75_RS16755   -         -         -          -         83052   85953   -     
intermediate                                                KBZ75_RS16760   -         -         -          -         86114   86196   -     
intermediate                                                KBZ75_RS16765   -         -         -          -         86431   86920   +     
intermediate                                                KBZ75_RS16770   -         -         -          -         87028   87295   -     
intermediate                                                KBZ75_RS16775   -         -         -          -         87434   88679   +     
intermediate                                                KBZ75_RS16780   -         -         -          -         88757   89351   -     
intermediate                                                KBZ75_RS16785   -         -         -          -         89448   89817   -     
intermediate                                                KBZ75_RS16790   -         -         -          -         89861   90677   -     
intermediate                                                KBZ75_RS16795   -         -         -          -         90951   92499   -     
intermediate                                                KBZ75_RS16800   -         -         -          -         92495   94076   -     
intermediate                                                KBZ75_RS16805   -         -         -          -         94106   96101   -     
intermediate                                                KBZ75_RS16810   -         -         -          -         96097   96490   -     
intermediate                                                KBZ75_RS16815   -         -         -          -         96489   97083   -     
intermediate                                                KBZ75_RS16820   -         -         -          -         97079   97673   -     
intermediate                                                KBZ75_RS16825   -         -         -          -         97672   98617   -     
intermediate                                                KBZ75_RS16830   -         -         -          -         98637   100044  -     
intermediate                                                KBZ75_RS16835   -         -         -          -         100040  100670  -     
intermediate                                                KBZ75_RS40545   -         -         -          -         100723  100972  -     
intermediate                                                KBZ75_RS16845   -         -         -          -         101359  102586  +     
intermediate                                                KBZ75_RS16850   -         -         -          -         102699  104067  +     
intermediate                                                KBZ75_RS16855   -         -         -          -         104463  105093  +     
intermediate                                                KBZ75_RS16860   -         -         -          -         105437  105650  +     
streptomyces_coelicolor_EF_G                                WP_003974302.1  100       100       0          1448      253952  256079  -     
streptomyces_coelicolor_30s_ribosomal_protein_S7            WP_003974303.1  100       100       1.23e-112  314       256118  256589  -     
streptomyces_coelicolor_RpoC                                WP_202493532.1  99.922    98.9992   0          2632      260215  264076  -     
streptomyces_coelicolor_50s_ribosomal_protein_L7/L12        WP_003974310.1  100       100       6.14e-83   237       268287  268671  -     
streptomyces_coelicolor_transcription_antitermination_NUSG  WP_202493531.1  99.667    100       0          588       273095  274082  -     


Streptomyces sp. SID7813
========================
WWHF01000001.1
--------------
Cluster 49, score 11.8421:
Query                                                       Subject      Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate                                                GTY87_23545  -         -         -          -         0        286      -     
intermediate                                                GTY87_23550  -         -         -          -         399      1623     -     
intermediate                                                GTY87_23555  -         -         -          -         1818     2259     +     
intermediate                                                GTY87_23560  -         -         -          -         2255     2954     +     
intermediate                                                GTY87_23565  -         -         -          -         2950     4312     +     
intermediate                                                GTY87_23570  -         -         -          -         4308     5277     +     
intermediate                                                GTY87_23575  -         -         -          -         5276     5870     +     
intermediate                                                GTY87_23580  -         -         -          -         5866     6460     +     
intermediate                                                GTY87_23585  -         -         -          -         6459     6852     +     
intermediate                                                GTY87_23590  -         -         -          -         6848     8843     +     
intermediate                                                GTY87_23595  -         -         -          -         8849     10454    +     
intermediate                                                GTY87_23600  -         -         -          -         10450    11998    +     
intermediate                                                GTY87_23605  -         -         -          -         12224    13088    +     
intermediate                                                GTY87_23610  -         -         -          -         13084    13501    +     
intermediate                                                GTY87_23615  -         -         -          -         13598    14192    +     
intermediate                                                GTY87_23620  -         -         -          -         14270    15515    -     
intermediate                                                GTY87_23625  -         -         -          -         15654    15921    +     
intermediate                                                GTY87_23630  -         -         -          -         16028    16517    -     
intermediate                                                GTY87_23635  -         -         -          -         16752    16834    +     
intermediate                                                GTY87_23640  -         -         -          -         16998    18366    -     
intermediate                                                GTY87_23645  -         -         -          -         18426    18612    -     
intermediate                                                GTY87_23650  -         -         -          -         19049    20522    -     
intermediate                                                GTY87_23655  -         -         -          -         20523    21375    -     
intermediate                                                GTY87_23660  -         -         -          -         21464    21932    -     
intermediate                                                GTY87_23665  -         -         -          -         22105    24151    -     
intermediate                                                GTY87_23670  -         -         -          -         24165    24705    -     
intermediate                                                GTY87_23675  -         -         -          -         24724    25225    -     
intermediate                                                GTY87_23680  -         -         -          -         25252    25411    +     
intermediate                                                GTY87_23685  -         -         -          -         25568    25904    -     
intermediate                                                GTY87_23690  -         -         -          -         25903    26911    -     
intermediate                                                GTY87_23695  -         -         -          -         26907    27441    -     
intermediate                                                GTY87_23700  -         -         -          -         27437    27707    -     
intermediate                                                GTY87_23705  -         -         -          -         28133    28943    +     
intermediate                                                GTY87_23710  -         -         -          -         28939    29605    +     
intermediate                                                GTY87_23715  -         -         -          -         29705    30965    -     
intermediate                                                GTY87_23720  -         -         -          -         31224    32907    -     
intermediate                                                GTY87_23725  -         -         -          -         34068    36969    +     
intermediate                                                GTY87_23730  -         -         -          -         37037    37259    +     
intermediate                                                GTY87_23735  -         -         -          -         37265    37922    -     
intermediate                                                GTY87_23740  -         -         -          -         38026    39331    -     
intermediate                                                GTY87_23745  -         -         -          -         39556    39629    +     
intermediate                                                GTY87_23750  -         -         -          -         39675    39748    +     
intermediate                                                GTY87_23755  -         -         -          -         39839    40004    +     
intermediate                                                GTY87_23760  -         -         -          -         40099    40552    +     
intermediate                                                GTY87_23765  -         -         -          -         40557    40986    +     
intermediate                                                GTY87_23770  -         -         -          -         41085    41910    -     
intermediate                                                GTY87_23775  -         -         -          -         41974    42580    +     
intermediate                                                GTY87_23780  -         -         -          -         42645    43239    +     
intermediate                                                GTY87_23785  -         -         -          -         43354    44827    +     
intermediate                                                GTY87_23790  -         -         -          -         44864    45245    +     
intermediate                                                GTY87_23795  -         -         -          -         45241    46393    +     
intermediate                                                GTY87_23800  -         -         -          -         46428    46691    +     
intermediate                                                GTY87_23805  -         -         -          -         46832    47864    -     
intermediate                                                GTY87_23810  -         -         -          -         47989    49216    -     
intermediate                                                GTY87_23815  -         -         -          -         49455    49528    +     
intermediate                                                GTY87_23820  -         -         -          -         49636    49921    +     
intermediate                                                GTY87_23825  -         -         -          -         50001    50904    +     
intermediate                                                GTY87_23830  -         -         -          -         51091    51526    +     
intermediate                                                GTY87_23835  -         -         -          -         51609    52335    +     
intermediate                                                GTY87_23840  -         -         -          -         52507    53365    +     
intermediate                                                GTY87_23845  -         -         -          -         53513    54362    +     
intermediate                                                GTY87_23850  -         -         -          -         54680    55211    +     
intermediate                                                GTY87_23855  -         -         -          -         55328    55712    +     
intermediate                                                GTY87_23860  -         -         -          -         56301    59787    +     
intermediate                                                GTY87_23865  -         -         -          -         59884    63784    +     
intermediate                                                GTY87_23870  -         -         -          -         63893    64481    +     
intermediate                                                GTY87_23875  -         -         -          -         64497    65802    -     
intermediate                                                GTY87_23880  -         -         -          -         65893    66931    +     
intermediate                                                GTY87_23885  -         -         -          -         67186    67558    +     
intermediate                                                GTY87_23890  -         -         -          -         67560    68031    +     
intermediate                                                GTY87_23895  -         -         -          -         68070    70197    +     
intermediate                                                GTY87_23900  -         -         -          -         70370    71564    +     
intermediate                                                GTY87_23905  -         -         -          -         71553    71907    -     
intermediate                                                GTY87_23910  -         -         -          -         72036    73872    -     
intermediate                                                GTY87_23915  -         -         -          -         73887    74517    -     
intermediate                                                GTY87_23920  -         -         -          -         74510    75251    -     
intermediate                                                GTY87_23925  -         -         -          -         75421    76717    +     
intermediate                                                GTY87_23930  -         -         -          -         76716    77349    +     
intermediate                                                GTY87_23935  -         -         -          -         77516    78656    +     
intermediate                                                GTY87_23940  -         -         -          -         78740    80132    -     
intermediate                                                GTY87_23945  -         -         -          -         80283    81231    -     
intermediate                                                GTY87_23950  -         -         -          -         81316    83086    -     
intermediate                                                GTY87_23955  -         -         -          -         83090    84110    -     
intermediate                                                GTY87_23960  -         -         -          -         84121    84559    +     
intermediate                                                GTY87_23965  -         -         -          -         84571    85480    -     
intermediate                                                GTY87_23970  -         -         -          -         85497    86370    -     
intermediate                                                GTY87_23975  -         -         -          -         86617    87052    -     
intermediate                                                GTY87_23980  -         -         -          -         87164    88013    +     
intermediate                                                GTY87_23985  -         -         -          -         88009    88201    +     
intermediate                                                GTY87_23990  -         -         -          -         88151    89042    -     
intermediate                                                GTY87_23995  -         -         -          -         89086    89896    +     
intermediate                                                GTY87_24000  -         -         -          -         89897    90107    +     
intermediate                                                GTY87_24005  -         -         -          -         90254    91640    +     
intermediate                                                GTY87_24010  -         -         -          -         91988    92192    +     
intermediate                                                GTY87_24015  -         -         -          -         92387    93809    +     
intermediate                                                GTY87_24020  -         -         -          -         93854    94166    +     
intermediate                                                GTY87_24025  -         -         -          -         94201    94561    -     
intermediate                                                GTY87_24030  -         -         -          -         94612    94969    -     
intermediate                                                GTY87_24035  -         -         -          -         95468    95801    +     
intermediate                                                GTY87_24040  -         -         -          -         95874    96117    +     
intermediate                                                GTY87_24045  -         -         -          -         96168    96762    +     
intermediate                                                GTY87_24050  -         -         -          -         96853    97501    +     
intermediate                                                GTY87_24055  -         -         -          -         97597    97858    +     
intermediate                                                GTY87_24060  -         -         -          -         97890    98133    +     
intermediate                                                GTY87_24065  -         -         -          -         98145    98724    +     
intermediate                                                GTY87_24070  -         -         -          -         98754    99222    +     
intermediate                                                GTY87_24075  -         -         -          -         99349    101164   +     
intermediate                                                GTY87_24080  -         -         -          -         101076   102096   +     
intermediate                                                GTY87_24085  -         -         -          -         102095   104879   +     
intermediate                                                GTY87_24090  -         -         -          -         104899   105349   +     
intermediate                                                GTY87_24095  -         -         -          -         105849   106158   +     
intermediate                                                GTY87_24100  -         -         -          -         106174   106819   +     
intermediate                                                GTY87_24105  -         -         -          -         106827   107487   +     
intermediate                                                GTY87_24110  -         -         -          -         107486   107906   +     
intermediate                                                GTY87_24115  -         -         -          -         107946   108783   +     
intermediate                                                GTY87_24120  -         -         -          -         108795   109077   +     
intermediate                                                GTY87_24125  -         -         -          -         109119   109467   +     
intermediate                                                GTY87_24130  -         -         -          -         109466   110300   +     
intermediate                                                GTY87_24135  -         -         -          -         110305   110725   +     
intermediate                                                GTY87_24140  -         -         -          -         110724   110949   +     
intermediate                                                GTY87_24145  -         -         -          -         110948   111236   +     
intermediate                                                GTY87_24150  -         -         -          -         111343   111712   +     
intermediate                                                GTY87_24155  -         -         -          -         111714   112038   +     
intermediate                                                GTY87_24160  -         -         -          -         112037   112595   +     
intermediate                                                GTY87_24165  -         -         -          -         112600   112786   +     
intermediate                                                GTY87_24170  -         -         -          -         112997   113396   +     
intermediate                                                GTY87_24175  -         -         -          -         113420   113960   +     
intermediate                                                GTY87_24180  -         -         -          -         113963   114347   +     
intermediate                                                GTY87_24185  -         -         -          -         114390   114996   +     
intermediate                                                GTY87_24190  -         -         -          -         114998   115181   +     
intermediate                                                GTY87_24195  -         -         -          -         115183   115639   +     
intermediate                                                GTY87_24200  -         -         -          -         115895   117209   +     
intermediate                                                GTY87_24205  -         -         -          -         117208   117862   +     
intermediate                                                GTY87_24210  -         -         -          -         118013   118850   +     
intermediate                                                GTY87_24215  -         -         -          -         118991   119213   +     
intermediate                                                GTY87_24220  -         -         -          -         119281   119395   +     
intermediate                                                GTY87_24225  -         -         -          -         119583   119964   +     
intermediate                                                GTY87_24230  -         -         -          -         120031   120436   +     
intermediate                                                GTY87_24235  -         -         -          -         120567   121564   +     
streptomyces_coelicolor_transcription_antitermination_NUSG  MYU44168.1   100       100       0          591       5071760  5072663  +     
streptomyces_coelicolor_50s_ribosomal_protein_L7/L12        MYU44174.1   100       100       6.14e-83   237       5077087  5077471  +     
streptomyces_coelicolor_RpoB                                MYU44175.1   100       100       0          2367      5078060  5081546  +     
streptomyces_coelicolor_RpoC                                MYU44176.1   100       100       0          2659      5081643  5085543  +     
streptomyces_coelicolor_30s_ribosomal_protein_S7            MYU44181.1   100       100       1.23e-112  314       5089319  5089790  +     
streptomyces_coelicolor_EF_G                                MYU44182.1   100       100       0          1448      5089829  5091956  +     
streptomyces_coelicolor_EG_Tu                               MYU44183.1   100       100       0          805       5092129  5093323  +     

NZ_WWHF01000001.1
-----------------
Cluster 50, score 9.7586:
Query                                                       Subject         Identity  Coverage  E-value    Bitscore  Start    End      Strand
intermediate                                                GTY87_RS23000   -         -         -          -         0        370      -     
intermediate                                                GTY87_RS23005   -         -         -          -         483      1707     -     
intermediate                                                GTY87_RS39955   -         -         -          -         2094     2343     +     
intermediate                                                GTY87_RS23015   -         -         -          -         2396     3038     +     
intermediate                                                GTY87_RS23020   -         -         -          -         3034     4396     +     
intermediate                                                GTY87_RS23025   -         -         -          -         4416     5361     +     
intermediate                                                GTY87_RS23030   -         -         -          -         5360     5954     +     
intermediate                                                GTY87_RS23035   -         -         -          -         5950     6544     +     
intermediate                                                GTY87_RS23040   -         -         -          -         6543     6936     +     
intermediate                                                GTY87_RS23045   -         -         -          -         6932     8927     +     
intermediate                                                GTY87_RS23050   -         -         -          -         8957     10538    +     
intermediate                                                GTY87_RS23055   -         -         -          -         10534    12082    +     
intermediate                                                GTY87_RS23060   -         -         -          -         12356    13172    +     
intermediate                                                GTY87_RS23065   -         -         -          -         13198    13585    +     
intermediate                                                GTY87_RS23070   -         -         -          -         13682    14276    +     
intermediate                                                GTY87_RS23075   -         -         -          -         14354    15599    -     
intermediate                                                GTY87_RS23080   -         -         -          -         15738    16005    +     
intermediate                                                GTY87_RS23085   -         -         -          -         16112    16601    -     
intermediate                                                GTY87_RS23090   -         -         -          -         16836    16918    +     
intermediate                                                GTY87_RS23095   -         -         -          -         17082    18450    -     
intermediate                                                GTY87_RS23100   -         -         -          -         18510    18696    -     
intermediate                                                GTY87_RS23105   -         -         -          -         19133    20606    -     
intermediate                                                GTY87_RS23110   -         -         -          -         20607    21459    -     
intermediate                                                GTY87_RS23115   -         -         -          -         21548    22016    -     
intermediate                                                GTY87_RS23120   -         -         -          -         22189    24235    -     
intermediate                                                GTY87_RS23125   -         -         -          -         24249    24789    -     
intermediate                                                GTY87_RS23130   -         -         -          -         24808    25327    -     
intermediate                                                GTY87_RS39395   -         -         -          -         25482    25638    +     
intermediate                                                GTY87_RS23135   -         -         -          -         25652    25988    -     
intermediate                                                GTY87_RS23140   -         -         -          -         25987    26995    -     
intermediate                                                GTY87_RS23145   -         -         -          -         26991    27525    -     
intermediate                                                GTY87_RS23150   -         -         -          -         27521    27791    -     
intermediate                                                GTY87_RS23155   -         -         -          -         28217    29027    +     
intermediate                                                GTY87_RS23160   -         -         -          -         29077    29689    +     
intermediate                                                GTY87_RS23165   -         -         -          -         29789    30698    -     
intermediate                                                GTY87_RS23170   -         -         -          -         31308    32991    -     
intermediate                                                GTY87_RS23175   -         -         -          -         34152    37053    +     
intermediate                                                GTY87_RS39960   -         -         -          -         37121    37343    +     
intermediate                                                GTY87_RS23185   -         -         -          -         37349    38006    -     
intermediate                                                GTY87_RS23190   -         -         -          -         38110    39415    -     
intermediate                                                GTY87_RS23195   -         -         -          -         39640    39713    +     
intermediate                                                GTY87_RS23200   -         -         -          -         39759    39832    +     
intermediate                                                GTY87_RS23205   -         -         -          -         39956    40088    +     
intermediate                                                GTY87_RS23210   -         -         -          -         40183    40636    +     
intermediate                                                GTY87_RS23215   -         -         -          -         40641    41070    +     
intermediate                                                GTY87_RS23220   -         -         -          -         41169    41994    -     
intermediate                                                GTY87_RS23225   -         -         -          -         42028    42664    +     
intermediate                                                GTY87_RS23230   -         -         -          -         42729    43323    +     
intermediate                                                GTY87_RS23235   -         -         -          -         43438    44911    +     
intermediate                                                GTY87_RS23240   -         -         -          -         44948    45329    +     
intermediate                                                GTY87_RS23245   -         -         -          -         45391    46477    +     
intermediate                                                GTY87_RS23250   -         -         -          -         46916    47948    -     
intermediate                                                GTY87_RS23255   -         -         -          -         48073    49300    -     
intermediate                                                GTY87_RS23260   -         -         -          -         49539    49612    +     
intermediate                                                GTY87_RS23265   -         -         -          -         49747    50005    +     
intermediate                                                GTY87_RS23270   -         -         -          -         50001    50988    +     
intermediate                                                GTY87_RS23275   -         -         -          -         51175    51610    +     
intermediate                                                GTY87_RS23280   -         -         -          -         51699    52419    +     
intermediate                                                GTY87_RS23285   -         -         -          -         52591    53449    +     
intermediate                                                GTY87_RS23290   -         -         -          -         53597    54446    +     
intermediate                                                GTY87_RS23295   -         -         -          -         54764    55295    +     
intermediate                                                GTY87_RS23300   -         -         -          -         55412    55796    +     
intermediate                                                GTY87_RS23305   -         -         -          -         56385    59871    +     
intermediate                                                GTY87_RS23310   -         -         -          -         60007    63868    +     
intermediate                                                GTY87_RS23315   -         -         -          -         64037    64565    +     
intermediate                                                GTY87_RS23320   -         -         -          -         64581    65877    -     
intermediate                                                GTY87_RS23325   -         -         -          -         66037    67015    +     
intermediate                                                GTY87_RS23330   -         -         -          -         67288    67642    +     
intermediate                                                GTY87_RS23335   -         -         -          -         67644    68115    +     
